PART ONE: 5,7,3,0
4944 => 2,5,1,1,0
4945 => 2,5,1,1,0
4946 => 2,5,1,1,0
4947 => 2,5,1,1,0
4948 => 2,5,1,1,0
4949 => 2,5,1,1,0
4950 => 2,5,1,1,0
4951 => 2,5,1,1,0
4952 => 3,5,1,1,0
4953 => 3,5,1,1,0
4954 => 3,5,1,1,0
4955 => 3,5,1,1,0
4956 => 3,5,1,1,0
4957 => 3,5,1,1,0
4958 => 3,5,1,1,0
4959 => 3,5,1,1,0
4960 => 4,5,1,1,0
4961 => 4,5,1,1,0
4962 => 4,5,1,1,0
4963 => 4,5,1,1,0
4964 => 4,5,1,1,0
4965 => 4,5,1,1,0
4966 => 4,5,1,1,0
4967 => 4,5,1,1,0
4968 => 5,5,1,1,0
4969 => 5,5,1,1,0
4970 => 5,5,1,1,0
4971 => 5,5,1,1,0
4972 => 5,5,1,1,0
4973 => 5,5,1,1,0
4974 => 5,5,1,1,0
4975 => 5,5,1,1,0
4976 => 6,5,1,1,0
4977 => 6,5,1,1,0
4978 => 6,5,1,1,0
4979 => 6,5,1,1,0
4980 => 6,5,1,1,0
4981 => 6,5,1,1,0
4982 => 6,5,1,1,0
4983 => 6,5,1,1,0
4984 => 7,5,1,1,0
4985 => 7,5,1,1,0
4986 => 7,5,1,1,0
4987 => 7,5,1,1,0
4988 => 7,5,1,1,0
4989 => 7,5,1,1,0
4990 => 7,5,1,1,0
4991 => 7,5,1,1,0
4992 => 0,6,1,1,0
4993 => 0,6,1,1,0
4994 => 0,6,1,1,0
4995 => 0,6,1,1,0
4996 => 0,6,1,1,0
4997 => 0,6,1,1,0
4998 => 0,6,1,1,0
4999 => 0,6,1,1,0
5000 => 1,6,1,1,0
5001 => 1,6,1,1,0
5002 => 1,6,1,1,0
5003 => 1,6,1,1,0
5004 => 1,6,1,1,0
5005 => 1,6,1,1,0
5006 => 1,6,1,1,0
5007 => 1,6,1,1,0
5008 => 2,6,1,1,0
5009 => 2,6,1,1,0
5010 => 2,6,1,1,0
5011 => 2,6,1,1,0
5012 => 2,6,1,1,0
5013 => 2,6,1,1,0
5014 => 2,6,1,1,0
5015 => 2,6,1,1,0
5016 => 3,6,1,1,0
5017 => 3,6,1,1,0
5018 => 3,6,1,1,0
5019 => 3,6,1,1,0
5020 => 3,6,1,1,0
5021 => 3,6,1,1,0
5022 => 3,6,1,1,0
5023 => 3,6,1,1,0
5024 => 4,6,1,1,0
5025 => 4,6,1,1,0
5026 => 4,6,1,1,0
5027 => 4,6,1,1,0
5028 => 4,6,1,1,0
5029 => 4,6,1,1,0
5030 => 4,6,1,1,0
5031 => 4,6,1,1,0
5032 => 5,6,1,1,0
5033 => 5,6,1,1,0
5034 => 5,6,1,1,0
5035 => 5,6,1,1,0
5036 => 5,6,1,1,0
5037 => 5,6,1,1,0
5038 => 5,6,1,1,0
5039 => 5,6,1,1,0
5040 => 6,6,1,1,0
5041 => 6,6,1,1,0
5042 => 6,6,1,1,0
5043 => 6,6,1,1,0
5044 => 6,6,1,1,0
5045 => 6,6,1,1,0
5046 => 6,6,1,1,0
5047 => 6,6,1,1,0
5048 => 7,6,1,1,0
5049 => 7,6,1,1,0
5050 => 7,6,1,1,0
5051 => 7,6,1,1,0
5052 => 7,6,1,1,0
5053 => 7,6,1,1,0
5054 => 7,6,1,1,0
5055 => 7,6,1,1,0
5056 => 0,7,1,1,0
5057 => 0,7,1,1,0
5058 => 0,7,1,1,0
5059 => 0,7,1,1,0
5060 => 0,7,1,1,0
5061 => 0,7,1,1,0
5062 => 0,7,1,1,0
5063 => 0,7,1,1,0
5064 => 1,7,1,1,0
5065 => 1,7,1,1,0
5066 => 1,7,1,1,0
5067 => 1,7,1,1,0
5068 => 1,7,1,1,0
5069 => 1,7,1,1,0
5070 => 1,7,1,1,0
5071 => 1,7,1,1,0
5072 => 2,7,1,1,0
5073 => 2,7,1,1,0
5074 => 2,7,1,1,0
5075 => 2,7,1,1,0
5076 => 2,7,1,1,0
5077 => 2,7,1,1,0
5078 => 2,7,1,1,0
5079 => 2,7,1,1,0
5080 => 3,7,1,1,0
5081 => 3,7,1,1,0
5082 => 3,7,1,1,0
5083 => 3,7,1,1,0
5084 => 3,7,1,1,0
5085 => 3,7,1,1,0
5086 => 3,7,1,1,0
5087 => 3,7,1,1,0
5088 => 4,7,1,1,0
5089 => 4,7,1,1,0
5090 => 4,7,1,1,0
5091 => 4,7,1,1,0
5092 => 4,7,1,1,0
5093 => 4,7,1,1,0
5094 => 4,7,1,1,0
5095 => 4,7,1,1,0
5096 => 5,7,1,1,0
5097 => 5,7,1,1,0
5098 => 5,7,1,1,0
5099 => 5,7,1,1,0
5100 => 5,7,1,1,0
5101 => 5,7,1,1,0
5102 => 5,7,1,1,0
5103 => 5,7,1,1,0
5104 => 6,7,1,1,0
5105 => 6,7,1,1,0
5106 => 6,7,1,1,0
5107 => 6,7,1,1,0
5108 => 6,7,1,1,0
5109 => 6,7,1,1,0
5110 => 6,7,1,1,0
5111 => 6,7,1,1,0
5112 => 7,7,1,1,0
5113 => 7,7,1,1,0
5114 => 7,7,1,1,0
5115 => 7,7,1,1,0
5116 => 7,7,1,1,0
5117 => 7,7,1,1,0
5118 => 7,7,1,1,0
5119 => 7,7,1,1,0
5120 => 0,0,2,1,0
5121 => 0,0,2,1,0
5122 => 0,0,2,1,0
5123 => 0,0,2,1,0
5124 => 0,0,2,1,0
5125 => 0,0,2,1,0
5126 => 0,0,2,1,0
5127 => 0,0,2,1,0
5128 => 1,0,2,1,0
5129 => 1,0,2,1,0
5130 => 1,0,2,1,0
5131 => 1,0,2,1,0
5132 => 1,0,2,1,0
5133 => 1,0,2,1,0
5134 => 1,0,2,1,0
5135 => 1,0,2,1,0
5136 => 2,0,2,1,0
5137 => 2,0,2,1,0
5138 => 2,0,2,1,0
5139 => 2,0,2,1,0
5140 => 2,0,2,1,0
5141 => 2,0,2,1,0
5142 => 2,0,2,1,0
5143 => 2,0,2,1,0
5144 => 3,0,2,1,0
5145 => 3,0,2,1,0
5146 => 3,0,2,1,0
5147 => 3,0,2,1,0
5148 => 3,0,2,1,0
5149 => 3,0,2,1,0
5150 => 3,0,2,1,0
5151 => 3,0,2,1,0
5152 => 4,0,2,1,0
5153 => 4,0,2,1,0
5154 => 4,0,2,1,0
5155 => 4,0,2,1,0
5156 => 4,0,2,1,0
5157 => 4,0,2,1,0
5158 => 4,0,2,1,0
5159 => 4,0,2,1,0
5160 => 5,0,2,1,0
5161 => 5,0,2,1,0
5162 => 5,0,2,1,0
5163 => 5,0,2,1,0
5164 => 5,0,2,1,0
5165 => 5,0,2,1,0
5166 => 5,0,2,1,0
5167 => 5,0,2,1,0
5168 => 6,0,2,1,0
5169 => 6,0,2,1,0
5170 => 6,0,2,1,0
5171 => 6,0,2,1,0
5172 => 6,0,2,1,0
5173 => 6,0,2,1,0
5174 => 6,0,2,1,0
5175 => 6,0,2,1,0
5176 => 7,0,2,1,0
5177 => 7,0,2,1,0
5178 => 7,0,2,1,0
5179 => 7,0,2,1,0
5180 => 7,0,2,1,0
5181 => 7,0,2,1,0
5182 => 7,0,2,1,0
5183 => 7,0,2,1,0
5184 => 0,1,2,1,0
5185 => 0,1,2,1,0
5186 => 0,1,2,1,0
5187 => 0,1,2,1,0
5188 => 0,1,2,1,0
5189 => 0,1,2,1,0
5190 => 0,1,2,1,0
5191 => 0,1,2,1,0
5192 => 1,1,2,1,0
5193 => 1,1,2,1,0
5194 => 1,1,2,1,0
5195 => 1,1,2,1,0
5196 => 1,1,2,1,0
5197 => 1,1,2,1,0
5198 => 1,1,2,1,0
5199 => 1,1,2,1,0
5200 => 2,1,2,1,0
5201 => 2,1,2,1,0
5202 => 2,1,2,1,0
5203 => 2,1,2,1,0
5204 => 2,1,2,1,0
5205 => 2,1,2,1,0
5206 => 2,1,2,1,0
5207 => 2,1,2,1,0
5208 => 3,1,2,1,0
5209 => 3,1,2,1,0
5210 => 3,1,2,1,0
5211 => 3,1,2,1,0
5212 => 3,1,2,1,0
5213 => 3,1,2,1,0
5214 => 3,1,2,1,0
5215 => 3,1,2,1,0
5216 => 4,1,2,1,0
5217 => 4,1,2,1,0
5218 => 4,1,2,1,0
5219 => 4,1,2,1,0
5220 => 4,1,2,1,0
5221 => 4,1,2,1,0
5222 => 4,1,2,1,0
5223 => 4,1,2,1,0
5224 => 5,1,2,1,0
5225 => 5,1,2,1,0
5226 => 5,1,2,1,0
5227 => 5,1,2,1,0
5228 => 5,1,2,1,0
5229 => 5,1,2,1,0
5230 => 5,1,2,1,0
5231 => 5,1,2,1,0
5232 => 6,1,2,1,0
5233 => 6,1,2,1,0
5234 => 6,1,2,1,0
5235 => 6,1,2,1,0
5236 => 6,1,2,1,0
5237 => 6,1,2,1,0
5238 => 6,1,2,1,0
5239 => 6,1,2,1,0
5240 => 7,1,2,1,0
5241 => 7,1,2,1,0
5242 => 7,1,2,1,0
5243 => 7,1,2,1,0
5244 => 7,1,2,1,0
5245 => 7,1,2,1,0
5246 => 7,1,2,1,0
5247 => 7,1,2,1,0
5248 => 0,2,2,1,0
5249 => 0,2,2,1,0
5250 => 0,2,2,1,0
5251 => 0,2,2,1,0
5252 => 0,2,2,1,0
5253 => 0,2,2,1,0
5254 => 0,2,2,1,0
5255 => 0,2,2,1,0
5256 => 1,2,2,1,0
5257 => 1,2,2,1,0
5258 => 1,2,2,1,0
5259 => 1,2,2,1,0
5260 => 1,2,2,1,0
5261 => 1,2,2,1,0
5262 => 1,2,2,1,0
5263 => 1,2,2,1,0
5264 => 2,2,2,1,0
5265 => 2,2,2,1,0
5266 => 2,2,2,1,0
5267 => 2,2,2,1,0
5268 => 2,2,2,1,0
5269 => 2,2,2,1,0
5270 => 2,2,2,1,0
5271 => 2,2,2,1,0
5272 => 3,2,2,1,0
5273 => 3,2,2,1,0
5274 => 3,2,2,1,0
5275 => 3,2,2,1,0
5276 => 3,2,2,1,0
5277 => 3,2,2,1,0
5278 => 3,2,2,1,0
5279 => 3,2,2,1,0
5280 => 4,2,2,1,0
5281 => 4,2,2,1,0
5282 => 4,2,2,1,0
5283 => 4,2,2,1,0
5284 => 4,2,2,1,0
5285 => 4,2,2,1,0
5286 => 4,2,2,1,0
5287 => 4,2,2,1,0
5288 => 5,2,2,1,0
5289 => 5,2,2,1,0
5290 => 5,2,2,1,0
5291 => 5,2,2,1,0
5292 => 5,2,2,1,0
5293 => 5,2,2,1,0
5294 => 5,2,2,1,0
5295 => 5,2,2,1,0
5296 => 6,2,2,1,0
5297 => 6,2,2,1,0
5298 => 6,2,2,1,0
5299 => 6,2,2,1,0
5300 => 6,2,2,1,0
5301 => 6,2,2,1,0
5302 => 6,2,2,1,0
5303 => 6,2,2,1,0
5304 => 7,2,2,1,0
5305 => 7,2,2,1,0
5306 => 7,2,2,1,0
5307 => 7,2,2,1,0
5308 => 7,2,2,1,0
5309 => 7,2,2,1,0
5310 => 7,2,2,1,0
5311 => 7,2,2,1,0
5312 => 0,3,2,1,0
5313 => 0,3,2,1,0
5314 => 0,3,2,1,0
5315 => 0,3,2,1,0
5316 => 0,3,2,1,0
5317 => 0,3,2,1,0
5318 => 0,3,2,1,0
5319 => 0,3,2,1,0
5320 => 1,3,2,1,0
5321 => 1,3,2,1,0
5322 => 1,3,2,1,0
5323 => 1,3,2,1,0
5324 => 1,3,2,1,0
5325 => 1,3,2,1,0
5326 => 1,3,2,1,0
5327 => 1,3,2,1,0
5328 => 2,3,2,1,0
5329 => 2,3,2,1,0
5330 => 2,3,2,1,0
5331 => 2,3,2,1,0
5332 => 2,3,2,1,0
5333 => 2,3,2,1,0
5334 => 2,3,2,1,0
5335 => 2,3,2,1,0
5336 => 3,3,2,1,0
5337 => 3,3,2,1,0
5338 => 3,3,2,1,0
5339 => 3,3,2,1,0
5340 => 3,3,2,1,0
5341 => 3,3,2,1,0
5342 => 3,3,2,1,0
5343 => 3,3,2,1,0
5344 => 4,3,2,1,0
5345 => 4,3,2,1,0
5346 => 4,3,2,1,0
5347 => 4,3,2,1,0
5348 => 4,3,2,1,0
5349 => 4,3,2,1,0
5350 => 4,3,2,1,0
5351 => 4,3,2,1,0
5352 => 5,3,2,1,0
5353 => 5,3,2,1,0
5354 => 5,3,2,1,0
5355 => 5,3,2,1,0
5356 => 5,3,2,1,0
5357 => 5,3,2,1,0
5358 => 5,3,2,1,0
5359 => 5,3,2,1,0
5360 => 6,3,2,1,0
5361 => 6,3,2,1,0
5362 => 6,3,2,1,0
5363 => 6,3,2,1,0
5364 => 6,3,2,1,0
5365 => 6,3,2,1,0
5366 => 6,3,2,1,0
5367 => 6,3,2,1,0
5368 => 7,3,2,1,0
5369 => 7,3,2,1,0
5370 => 7,3,2,1,0
5371 => 7,3,2,1,0
5372 => 7,3,2,1,0
5373 => 7,3,2,1,0
5374 => 7,3,2,1,0
5375 => 7,3,2,1,0
5376 => 0,4,2,1,0
5377 => 0,4,2,1,0
5378 => 0,4,2,1,0
5379 => 0,4,2,1,0
5380 => 0,4,2,1,0
5381 => 0,4,2,1,0
5382 => 0,4,2,1,0
5383 => 0,4,2,1,0
5384 => 1,4,2,1,0
5385 => 1,4,2,1,0
5386 => 1,4,2,1,0
5387 => 1,4,2,1,0
5388 => 1,4,2,1,0
5389 => 1,4,2,1,0
5390 => 1,4,2,1,0
5391 => 1,4,2,1,0
5392 => 2,4,2,1,0
5393 => 2,4,2,1,0
5394 => 2,4,2,1,0
5395 => 2,4,2,1,0
5396 => 2,4,2,1,0
5397 => 2,4,2,1,0
5398 => 2,4,2,1,0
5399 => 2,4,2,1,0
5400 => 3,4,2,1,0
5401 => 3,4,2,1,0
5402 => 3,4,2,1,0
5403 => 3,4,2,1,0
5404 => 3,4,2,1,0
5405 => 3,4,2,1,0
5406 => 3,4,2,1,0
5407 => 3,4,2,1,0
5408 => 4,4,2,1,0
5409 => 4,4,2,1,0
5410 => 4,4,2,1,0
5411 => 4,4,2,1,0
5412 => 4,4,2,1,0
5413 => 4,4,2,1,0
5414 => 4,4,2,1,0
5415 => 4,4,2,1,0
5416 => 5,4,2,1,0
5417 => 5,4,2,1,0
5418 => 5,4,2,1,0
5419 => 5,4,2,1,0
5420 => 5,4,2,1,0
5421 => 5,4,2,1,0
5422 => 5,4,2,1,0
5423 => 5,4,2,1,0
5424 => 6,4,2,1,0
5425 => 6,4,2,1,0
5426 => 6,4,2,1,0
5427 => 6,4,2,1,0
5428 => 6,4,2,1,0
5429 => 6,4,2,1,0
5430 => 6,4,2,1,0
5431 => 6,4,2,1,0
5432 => 7,4,2,1,0
5433 => 7,4,2,1,0
5434 => 7,4,2,1,0
5435 => 7,4,2,1,0
5436 => 7,4,2,1,0
5437 => 7,4,2,1,0
5438 => 7,4,2,1,0
5439 => 7,4,2,1,0
5440 => 0,5,2,1,0
5441 => 0,5,2,1,0
5442 => 0,5,2,1,0
5443 => 0,5,2,1,0
5444 => 0,5,2,1,0
5445 => 0,5,2,1,0
5446 => 0,5,2,1,0
5447 => 0,5,2,1,0
5448 => 1,5,2,1,0
5449 => 1,5,2,1,0
5450 => 1,5,2,1,0
5451 => 1,5,2,1,0
5452 => 1,5,2,1,0
5453 => 1,5,2,1,0
5454 => 1,5,2,1,0
5455 => 1,5,2,1,0
5456 => 2,5,2,1,0
5457 => 2,5,2,1,0
5458 => 2,5,2,1,0
5459 => 2,5,2,1,0
5460 => 2,5,2,1,0
5461 => 2,5,2,1,0
5462 => 2,5,2,1,0
5463 => 2,5,2,1,0
5464 => 3,5,2,1,0
5465 => 3,5,2,1,0
5466 => 3,5,2,1,0
5467 => 3,5,2,1,0
5468 => 3,5,2,1,0
5469 => 3,5,2,1,0
5470 => 3,5,2,1,0
5471 => 3,5,2,1,0
5472 => 4,5,2,1,0
5473 => 4,5,2,1,0
5474 => 4,5,2,1,0
5475 => 4,5,2,1,0
5476 => 4,5,2,1,0
5477 => 4,5,2,1,0
5478 => 4,5,2,1,0
5479 => 4,5,2,1,0
5480 => 5,5,2,1,0
5481 => 5,5,2,1,0
5482 => 5,5,2,1,0
5483 => 5,5,2,1,0
5484 => 5,5,2,1,0
5485 => 5,5,2,1,0
5486 => 5,5,2,1,0
5487 => 5,5,2,1,0
5488 => 6,5,2,1,0
5489 => 6,5,2,1,0
5490 => 6,5,2,1,0
5491 => 6,5,2,1,0
5492 => 6,5,2,1,0
5493 => 6,5,2,1,0
5494 => 6,5,2,1,0
5495 => 6,5,2,1,0
5496 => 7,5,2,1,0
5497 => 7,5,2,1,0
5498 => 7,5,2,1,0
5499 => 7,5,2,1,0
5500 => 7,5,2,1,0
5501 => 7,5,2,1,0
5502 => 7,5,2,1,0
5503 => 7,5,2,1,0
5504 => 0,6,2,1,0
5505 => 0,6,2,1,0
5506 => 0,6,2,1,0
5507 => 0,6,2,1,0
5508 => 0,6,2,1,0
5509 => 0,6,2,1,0
5510 => 0,6,2,1,0
5511 => 0,6,2,1,0
5512 => 1,6,2,1,0
5513 => 1,6,2,1,0
5514 => 1,6,2,1,0
5515 => 1,6,2,1,0
5516 => 1,6,2,1,0
5517 => 1,6,2,1,0
5518 => 1,6,2,1,0
5519 => 1,6,2,1,0
5520 => 2,6,2,1,0
5521 => 2,6,2,1,0
5522 => 2,6,2,1,0
5523 => 2,6,2,1,0
5524 => 2,6,2,1,0
5525 => 2,6,2,1,0
5526 => 2,6,2,1,0
5527 => 2,6,2,1,0
5528 => 3,6,2,1,0
5529 => 3,6,2,1,0
5530 => 3,6,2,1,0
5531 => 3,6,2,1,0
5532 => 3,6,2,1,0
5533 => 3,6,2,1,0
5534 => 3,6,2,1,0
5535 => 3,6,2,1,0
5536 => 4,6,2,1,0
5537 => 4,6,2,1,0
5538 => 4,6,2,1,0
5539 => 4,6,2,1,0
5540 => 4,6,2,1,0
5541 => 4,6,2,1,0
5542 => 4,6,2,1,0
5543 => 4,6,2,1,0
5544 => 5,6,2,1,0
5545 => 5,6,2,1,0
5546 => 5,6,2,1,0
5547 => 5,6,2,1,0
5548 => 5,6,2,1,0
5549 => 5,6,2,1,0
5550 => 5,6,2,1,0
5551 => 5,6,2,1,0
5552 => 6,6,2,1,0
5553 => 6,6,2,1,0
5554 => 6,6,2,1,0
5555 => 6,6,2,1,0
5556 => 6,6,2,1,0
5557 => 6,6,2,1,0
5558 => 6,6,2,1,0
5559 => 6,6,2,1,0
5560 => 7,6,2,1,0
5561 => 7,6,2,1,0
5562 => 7,6,2,1,0
5563 => 7,6,2,1,0
5564 => 7,6,2,1,0
5565 => 7,6,2,1,0
5566 => 7,6,2,1,0
5567 => 7,6,2,1,0
5568 => 0,7,2,1,0
5569 => 0,7,2,1,0
5570 => 0,7,2,1,0
5571 => 0,7,2,1,0
5572 => 0,7,2,1,0
5573 => 0,7,2,1,0
5574 => 0,7,2,1,0
5575 => 0,7,2,1,0
5576 => 1,7,2,1,0
5577 => 1,7,2,1,0
5578 => 1,7,2,1,0
5579 => 1,7,2,1,0
5580 => 1,7,2,1,0
5581 => 1,7,2,1,0
5582 => 1,7,2,1,0
5583 => 1,7,2,1,0
5584 => 2,7,2,1,0
5585 => 2,7,2,1,0
5586 => 2,7,2,1,0
5587 => 2,7,2,1,0
5588 => 2,7,2,1,0
5589 => 2,7,2,1,0
5590 => 2,7,2,1,0
5591 => 2,7,2,1,0
5592 => 3,7,2,1,0
5593 => 3,7,2,1,0
5594 => 3,7,2,1,0
5595 => 3,7,2,1,0
5596 => 3,7,2,1,0
5597 => 3,7,2,1,0
5598 => 3,7,2,1,0
5599 => 3,7,2,1,0
5600 => 4,7,2,1,0
5601 => 4,7,2,1,0
5602 => 4,7,2,1,0
5603 => 4,7,2,1,0
5604 => 4,7,2,1,0
5605 => 4,7,2,1,0
5606 => 4,7,2,1,0
5607 => 4,7,2,1,0
5608 => 5,7,2,1,0
5609 => 5,7,2,1,0
5610 => 5,7,2,1,0
5611 => 5,7,2,1,0
5612 => 5,7,2,1,0
5613 => 5,7,2,1,0
5614 => 5,7,2,1,0
5615 => 5,7,2,1,0
5616 => 6,7,2,1,0
5617 => 6,7,2,1,0
5618 => 6,7,2,1,0
5619 => 6,7,2,1,0
5620 => 6,7,2,1,0
5621 => 6,7,2,1,0
5622 => 6,7,2,1,0
5623 => 6,7,2,1,0
5624 => 7,7,2,1,0
5625 => 7,7,2,1,0
5626 => 7,7,2,1,0
5627 => 7,7,2,1,0
5628 => 7,7,2,1,0
5629 => 7,7,2,1,0
5630 => 7,7,2,1,0
5631 => 7,7,2,1,0
5632 => 0,0,3,1,0
5633 => 0,0,3,1,0
5634 => 0,0,3,1,0
5635 => 0,0,3,1,0
5636 => 0,0,3,1,0
5637 => 0,0,3,1,0
5638 => 0,0,3,1,0
5639 => 0,0,3,1,0
5640 => 1,0,3,1,0
5641 => 1,0,3,1,0
5642 => 1,0,3,1,0
5643 => 1,0,3,1,0
5644 => 1,0,3,1,0
5645 => 1,0,3,1,0
5646 => 1,0,3,1,0
5647 => 1,0,3,1,0
5648 => 2,0,3,1,0
5649 => 2,0,3,1,0
5650 => 2,0,3,1,0
5651 => 2,0,3,1,0
5652 => 2,0,3,1,0
5653 => 2,0,3,1,0
5654 => 2,0,3,1,0
5655 => 2,0,3,1,0
5656 => 3,0,3,1,0
5657 => 3,0,3,1,0
5658 => 3,0,3,1,0
5659 => 3,0,3,1,0
5660 => 3,0,3,1,0
5661 => 3,0,3,1,0
5662 => 3,0,3,1,0
5663 => 3,0,3,1,0
5664 => 4,0,3,1,0
5665 => 4,0,3,1,0
5666 => 4,0,3,1,0
5667 => 4,0,3,1,0
5668 => 4,0,3,1,0
5669 => 4,0,3,1,0
5670 => 4,0,3,1,0
5671 => 4,0,3,1,0
5672 => 5,0,3,1,0
5673 => 5,0,3,1,0
5674 => 5,0,3,1,0
5675 => 5,0,3,1,0
5676 => 5,0,3,1,0
5677 => 5,0,3,1,0
5678 => 5,0,3,1,0
5679 => 5,0,3,1,0
5680 => 6,0,3,1,0
5681 => 6,0,3,1,0
5682 => 6,0,3,1,0
5683 => 6,0,3,1,0
5684 => 6,0,3,1,0
5685 => 6,0,3,1,0
5686 => 6,0,3,1,0
5687 => 6,0,3,1,0
5688 => 7,0,3,1,0
5689 => 7,0,3,1,0
5690 => 7,0,3,1,0
5691 => 7,0,3,1,0
5692 => 7,0,3,1,0
5693 => 7,0,3,1,0
5694 => 7,0,3,1,0
5695 => 7,0,3,1,0
5696 => 0,1,3,1,0
5697 => 0,1,3,1,0
5698 => 0,1,3,1,0
5699 => 0,1,3,1,0
5700 => 0,1,3,1,0
5701 => 0,1,3,1,0
5702 => 0,1,3,1,0
5703 => 0,1,3,1,0
5704 => 1,1,3,1,0
5705 => 1,1,3,1,0
5706 => 1,1,3,1,0
5707 => 1,1,3,1,0
5708 => 1,1,3,1,0
5709 => 1,1,3,1,0
5710 => 1,1,3,1,0
5711 => 1,1,3,1,0
5712 => 2,1,3,1,0
5713 => 2,1,3,1,0
5714 => 2,1,3,1,0
5715 => 2,1,3,1,0
5716 => 2,1,3,1,0
5717 => 2,1,3,1,0
5718 => 2,1,3,1,0
5719 => 2,1,3,1,0
5720 => 3,1,3,1,0
5721 => 3,1,3,1,0
5722 => 3,1,3,1,0
5723 => 3,1,3,1,0
5724 => 3,1,3,1,0
5725 => 3,1,3,1,0
5726 => 3,1,3,1,0
5727 => 3,1,3,1,0
5728 => 4,1,3,1,0
5729 => 4,1,3,1,0
5730 => 4,1,3,1,0
5731 => 4,1,3,1,0
5732 => 4,1,3,1,0
5733 => 4,1,3,1,0
5734 => 4,1,3,1,0
5735 => 4,1,3,1,0
5736 => 5,1,3,1,0
5737 => 5,1,3,1,0
5738 => 5,1,3,1,0
5739 => 5,1,3,1,0
5740 => 5,1,3,1,0
5741 => 5,1,3,1,0
5742 => 5,1,3,1,0
5743 => 5,1,3,1,0
5744 => 6,1,3,1,0
5745 => 6,1,3,1,0
5746 => 6,1,3,1,0
5747 => 6,1,3,1,0
5748 => 6,1,3,1,0
5749 => 6,1,3,1,0
5750 => 6,1,3,1,0
5751 => 6,1,3,1,0
5752 => 7,1,3,1,0
5753 => 7,1,3,1,0
5754 => 7,1,3,1,0
5755 => 7,1,3,1,0
5756 => 7,1,3,1,0
5757 => 7,1,3,1,0
5758 => 7,1,3,1,0
5759 => 7,1,3,1,0
5760 => 0,2,3,1,0
5761 => 0,2,3,1,0
5762 => 0,2,3,1,0
5763 => 0,2,3,1,0
5764 => 0,2,3,1,0
5765 => 0,2,3,1,0
5766 => 0,2,3,1,0
5767 => 0,2,3,1,0
5768 => 1,2,3,1,0
5769 => 1,2,3,1,0
5770 => 1,2,3,1,0
5771 => 1,2,3,1,0
5772 => 1,2,3,1,0
5773 => 1,2,3,1,0
5774 => 1,2,3,1,0
5775 => 1,2,3,1,0
5776 => 2,2,3,1,0
5777 => 2,2,3,1,0
5778 => 2,2,3,1,0
5779 => 2,2,3,1,0
5780 => 2,2,3,1,0
5781 => 2,2,3,1,0
5782 => 2,2,3,1,0
5783 => 2,2,3,1,0
5784 => 3,2,3,1,0
5785 => 3,2,3,1,0
5786 => 3,2,3,1,0
5787 => 3,2,3,1,0
5788 => 3,2,3,1,0
5789 => 3,2,3,1,0
5790 => 3,2,3,1,0
5791 => 3,2,3,1,0
5792 => 4,2,3,1,0
5793 => 4,2,3,1,0
5794 => 4,2,3,1,0
5795 => 4,2,3,1,0
5796 => 4,2,3,1,0
5797 => 4,2,3,1,0
5798 => 4,2,3,1,0
5799 => 4,2,3,1,0
5800 => 5,2,3,1,0
5801 => 5,2,3,1,0
5802 => 5,2,3,1,0
5803 => 5,2,3,1,0
5804 => 5,2,3,1,0
5805 => 5,2,3,1,0
5806 => 5,2,3,1,0
5807 => 5,2,3,1,0
5808 => 6,2,3,1,0
5809 => 6,2,3,1,0
5810 => 6,2,3,1,0
5811 => 6,2,3,1,0
5812 => 6,2,3,1,0
5813 => 6,2,3,1,0
5814 => 6,2,3,1,0
5815 => 6,2,3,1,0
5816 => 7,2,3,1,0
5817 => 7,2,3,1,0
5818 => 7,2,3,1,0
5819 => 7,2,3,1,0
5820 => 7,2,3,1,0
5821 => 7,2,3,1,0
5822 => 7,2,3,1,0
5823 => 7,2,3,1,0
5824 => 0,3,3,1,0
5825 => 0,3,3,1,0
5826 => 0,3,3,1,0
5827 => 0,3,3,1,0
5828 => 0,3,3,1,0
5829 => 0,3,3,1,0
5830 => 0,3,3,1,0
5831 => 0,3,3,1,0
5832 => 1,3,3,1,0
5833 => 1,3,3,1,0
5834 => 1,3,3,1,0
5835 => 1,3,3,1,0
5836 => 1,3,3,1,0
5837 => 1,3,3,1,0
5838 => 1,3,3,1,0
5839 => 1,3,3,1,0
5840 => 2,3,3,1,0
5841 => 2,3,3,1,0
5842 => 2,3,3,1,0
5843 => 2,3,3,1,0
5844 => 2,3,3,1,0
5845 => 2,3,3,1,0
5846 => 2,3,3,1,0
5847 => 2,3,3,1,0
5848 => 3,3,3,1,0
5849 => 3,3,3,1,0
5850 => 3,3,3,1,0
5851 => 3,3,3,1,0
5852 => 3,3,3,1,0
5853 => 3,3,3,1,0
5854 => 3,3,3,1,0
5855 => 3,3,3,1,0
5856 => 4,3,3,1,0
5857 => 4,3,3,1,0
5858 => 4,3,3,1,0
5859 => 4,3,3,1,0
5860 => 4,3,3,1,0
5861 => 4,3,3,1,0
5862 => 4,3,3,1,0
5863 => 4,3,3,1,0
5864 => 5,3,3,1,0
5865 => 5,3,3,1,0
5866 => 5,3,3,1,0
5867 => 5,3,3,1,0
5868 => 5,3,3,1,0
5869 => 5,3,3,1,0
5870 => 5,3,3,1,0
5871 => 5,3,3,1,0
5872 => 6,3,3,1,0
5873 => 6,3,3,1,0
5874 => 6,3,3,1,0
5875 => 6,3,3,1,0
